water,style,mode,error_ppm,old_error_ppm,conditional_lower_bound_ppm,gap_ppm,salts,ms,ra,doses
"Dublin","10A","target","25.188","28.858","25.020","0.168","1","0.14","44.5","{""kcl"":2.8}"
"Dublin","10A","modest","25.188","28.858","25.020","0.168","1","0.15","44.5","{""kcl"":2.8}"
"Dublin","11C","minimum","10.191","25.230","9.269","0.923","3","1.56","-11.1","{""gypse"":5,""epsom"":4.8,""kcl"":2.8}"
"Dublin","11C","target","7.721","25.785","7.609","0.112","4","1.68","-11.1","{""gypse"":5,""epsom"":4.8,""nacl"":1.4,""kcl"":1.5}"
"Dublin","11C","modest","7.723","25.361","7.609","0.113","4","1.84","-11.1","{""gypse"":5,""epsom"":4.8,""nacl"":0.6,""kcl"":2.5}"
"Dublin","13C","minimum","14.564","23.679","13.951","0.613","3","0.61","67.4","{""mgcl2"":2.8,""kcl"":2.8,""nahco3"":1.1}"
"Dublin","13C","target","11.691","23.337","11.432","0.260","4","0.63","68.7","{""epsom"":0.6,""mgcl2"":2.8,""kcl"":2.8,""nahco3"":1.2}"
"Dublin","13C","modest","11.661","23.051","11.640","0.022","4","0.63","68.7","{""epsom"":0.6,""mgcl2"":2.8,""kcl"":2.8,""nahco3"":1.2}"
"Dublin","15B","minimum","17.913","24.611","17.896","0.017","3","0.55","119.1","{""mgcl2"":2.5,""kcl"":2.8,""nahco3"":2.8}"
"Dublin","15B","target","15.547","23.662","15.535","0.012","3","0.56","118.7","{""mgcl2"":2.6,""kcl"":2.8,""nahco3"":2.8}"
"Dublin","15B","modest","16.374","23.966","16.363","0.011","3","0.71","118.7","{""mgcl2"":2.6,""kcl"":2.8,""nahco3"":2.8}"
"Dublin","16A","minimum","14.895","23.004","14.823","0.072","3","0.57","100.5","{""mgcl2"":4.4,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","16A","target","11.997","20.726","11.549","0.448","3","0.55","100.1","{""mgcl2"":4.5,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","16A","modest","12.733","21.890","12.643","0.090","3","0.54","100.1","{""mgcl2"":4.5,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","20C","minimum","14.113","24.449","14.076","0.037","4","3.45","118.6","{""epsom"":1,""mgcl2"":3.5,""kcl"":2.8,""nahco3"":3}"
"Dublin","20C","target","9.742","23.288","9.439","0.303","4","3.60","118.2","{""epsom"":1,""mgcl2"":3.6,""kcl"":2.8,""nahco3"":3}"
"Dublin","20C","modest","11.456","23.670","11.431","0.025","4","3.52","118.2","{""epsom"":1,""mgcl2"":3.6,""kcl"":2.8,""nahco3"":3}"
"Dublin","18B","minimum","14.034","33.069","13.861","0.173","3","1.60","18.9","{""gypse"":1.4,""epsom"":4.8,""kcl"":2.8}"
"Dublin","18B","target","13.205","33.125","12.419","0.786","3","1.79","18.9","{""gypse"":1.4,""epsom"":4.8,""kcl"":2.8}"
"Dublin","18B","modest","12.869","32.993","12.419","0.451","3","1.65","18.9","{""gypse"":1.4,""epsom"":4.8,""kcl"":2.8}"
"Dublin","21A","minimum","23.250","54.447","22.870","0.380","3","1.65","-14.4","{""gypse"":5.4,""epsom"":4.8,""kcl"":2.2}"
"Dublin","21A","target","22.610","54.481","22.047","0.564","3","1.58","-14.4","{""gypse"":5.4,""epsom"":4.8,""nacl"":1.7}"
"Dublin","21A","modest","22.566","54.401","22.047","0.520","3","1.57","-14.4","{""gypse"":5.4,""epsom"":4.8,""kcl"":2.2}"
"Dublin","21B","minimum","16.257","26.074","16.107","0.150","5","5.02","99.8","{""gypse"":2.4,""epsom"":4,""mgcl2"":0.7,""kcl"":2.8,""nahco3"":3}"
"Dublin","21B","target","12.353","24.157","12.173","0.179","6","3.42","99.5","{""gypse"":1.9,""epsom"":4.8,""nacl"":0.6,""kcl"":2.8,""nahco3"":2.2,""chaux"":0.4}"
"Dublin","21B","modest","12.353","24.157","12.173","0.179","6","3.38","99.5","{""gypse"":1.9,""epsom"":4.8,""nacl"":0.6,""kcl"":2.8,""nahco3"":2.2,""chaux"":0.4}"
"Dublin","21C","minimum","15.888","39.799","15.614","0.274","4","1.75","19.6","{""gypse"":1.3,""mgcl2"":4,""nacl"":2.3,""kcl"":2.8}"
"Dublin","21C","target","10.015","39.846","9.603","0.412","4","1.71","19.6","{""gypse"":1.3,""mgcl2"":4,""nacl"":2.5,""kcl"":2.8}"
"Dublin","21C","modest","10.884","39.736","10.628","0.256","4","1.73","19.6","{""gypse"":1.3,""mgcl2"":4,""nacl"":2.4,""kcl"":2.8}"
"Dublin","23A","minimum","23.387","27.300","23.384","0.003","1","0.16","44.5","{""kcl"":2.8}"
"Dublin","23A","target","23.244","27.178","23.098","0.146","1","0.15","44.5","{""kcl"":2.8}"
"Dublin","23A","modest","23.244","27.178","23.098","0.146","1","0.15","44.5","{""kcl"":2.8}"
"Dublin","27","minimum","14.700","22.781","14.694","0.006","2","0.14","44.5","{""nacl"":3.7,""kcl"":2.7}"
"Dublin","27","target","16.630","41.972","16.610","0.020","1","0.16","44.5","{""nacl"":6.6}"
"Dublin","27","modest","14.700","22.781","14.674","0.026","2","0.14","44.5","{""nacl"":3.7,""kcl"":2.7}"
"Dublin","24A","minimum","22.202","28.015","22.183","0.019","2","0.27","40.2","{""mgcl2"":1.2,""kcl"":2.8}"
"Dublin","24A","target","21.843","27.926","21.760","0.083","2","0.31","44.5","{""nacl"":0.8,""kcl"":2.8}"
"Dublin","24A","modest","21.843","27.926","21.760","0.083","2","0.31","44.5","{""nacl"":0.8,""kcl"":2.8}"
"Dublin","24C","minimum","16.618","29.535","16.594","0.025","3","0.29","33.6","{""epsom"":2.3,""mgcl2"":1.2,""kcl"":2.8}"
"Dublin","24C","target","15.524","29.599","15.522","0.001","3","0.31","37.5","{""epsom"":2.4,""nacl"":1,""kcl"":2.5}"
"Dublin","24C","modest","15.543","29.451","15.528","0.015","3","0.33","37.5","{""epsom"":2.4,""nacl"":0.8,""kcl"":2.8}"
"Dublin","25B","minimum","18.706","40.429","18.697","0.009","2","0.27","31.4","{""epsom"":4.5,""kcl"":2.6}"
"Dublin","25B","target","17.896","40.367","17.740","0.155","2","0.28","31.4","{""epsom"":4.5,""kcl"":2.6}"
"Dublin","25B","modest","17.896","40.367","17.740","0.155","2","0.29","31.4","{""epsom"":4.5,""kcl"":2.6}"
"Dublin","26C","minimum","18.230","27.851","18.226","0.005","2","0.38","37.5","{""epsom"":2.4,""kcl"":2.5}"
"Dublin","26C","target","17.752","27.731","17.594","0.158","2","0.31","37.5","{""epsom"":2.4,""kcl"":2.5}"
"Dublin","26C","modest","17.752","27.731","17.594","0.158","2","0.31","37.5","{""epsom"":2.4,""kcl"":2.5}"
"Dublin","26D","minimum","13.476","22.496","13.437","0.039","4","0.59","39.3","{""epsom"":1.5,""mgcl2"":1.6,""kcl"":2.8,""chaux"":0.1}"
"Dublin","26D","target","12.214","22.945","12.166","0.048","4","0.66","44.7","{""epsom"":1.6,""nacl"":1.4,""kcl"":2.3,""chaux"":0.1}"
"Dublin","26D","modest","12.259","22.384","12.174","0.085","4","0.62","44.7","{""epsom"":1.6,""nacl"":1,""kcl"":2.8,""chaux"":0.1}"
"Dublin","NA-BLONDE","minimum","18.708","24.272","18.686","0.023","3","0.14","35","{""mgcl2"":2.7,""nacl"":0.5,""kcl"":2.8}"
"Dublin","NA-BLONDE","target","18.541","24.013","18.039","0.502","2","0.34","44.5","{""nacl"":2,""kcl"":2.8}"
"Dublin","NA-BLONDE","modest","18.093","24.013","18.086","0.007","3","0.14","36.4","{""mgcl2"":2.3,""nacl"":0.8,""kcl"":2.8}"
"Dublin","NA-IPA","minimum","18.605","31.761","17.699","0.906","4","0.28","35","{""epsom"":1.8,""mgcl2"":1.2,""nacl"":2.1,""kcl"":2.8}"
"Dublin","NA-IPA","target","16.639","31.040","15.567","1.072","4","0.27","35","{""epsom"":1.8,""mgcl2"":1.2,""nacl"":2.1,""kcl"":2.8}"
"Dublin","NA-IPA","modest","17.060","31.216","16.029","1.031","4","0.28","35","{""epsom"":1.8,""mgcl2"":1.2,""nacl"":2.1,""kcl"":2.8}"
"Dublin","NA-WEISS","minimum","24.927","27.333","24.759","0.168","2","0.14","35","{""mgcl2"":2.7,""kcl"":2.8}"
"Dublin","NA-WEISS","target","24.583","27.103","24.374","0.208","2","0.13","44.5","{""nacl"":1.7,""kcl"":2.8}"
"Dublin","NA-WEISS","modest","24.740","27.103","24.393","0.347","2","0.13","35","{""mgcl2"":2.7,""kcl"":2.8}"
"Dublin","NA-STOUT","minimum","15.865","25.236","15.783","0.082","4","0.29","101.9","{""mgcl2"":4,""nacl"":0.8,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","NA-STOUT","target","13.269","23.823","13.237","0.032","4","0.40","101.9","{""mgcl2"":4,""nacl"":0.9,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","NA-STOUT","modest","15.062","25.269","14.970","0.092","4","0.26","101.9","{""mgcl2"":4,""nacl"":0.8,""kcl"":2.8,""nahco3"":2.4}"
"Dublin","NA-LAGER","minimum","24.109","27.232","24.084","0.025","2","0.13","39.5","{""mgcl2"":1.4,""kcl"":2.8}"
"Dublin","NA-LAGER","target","23.985","27.324","23.930","0.054","2","0.14","44.5","{""nacl"":0.8,""kcl"":2.8}"
"Dublin","NA-LAGER","modest","23.985","27.324","23.930","0.054","2","0.14","44.5","{""nacl"":0.8,""kcl"":2.8}"
"Dublin","—","minimum","14.901","30.319","14.858","0.043","3","0.30","32.2","{""epsom"":2.4,""mgcl2"":1.5,""kcl"":2.8}"
"Dublin","—","target","13.495","30.381","13.486","0.009","3","0.32","37.2","{""epsom"":2.5,""nacl"":1,""kcl"":2.8}"
"Dublin","—","modest","13.559","30.236","13.515","0.044","3","0.47","37.2","{""epsom"":2.5,""nacl"":0.9,""kcl"":2.8}"
"Burton-on-Trent","01A","minimum","341.392","341.392","341.384","0.008","0","0.06","1.3","{}"
"Burton-on-Trent","01A","target","341.279","341.279","341.271","0.008","0","0.06","1.3","{}"
"Burton-on-Trent","01A","modest","341.279","341.279","341.271","0.008","0","0.05","1.3","{}"
"Burton-on-Trent","05B","minimum","328.784","328.784","328.620","0.164","0","0.06","1.3","{}"
"Burton-on-Trent","05B","target","328.650","328.650","328.486","0.164","0","0.06","1.3","{}"
"Burton-on-Trent","05B","modest","328.650","328.650","328.486","0.164","0","0.05","1.3","{}"
"Burton-on-Trent","05D","minimum","323.629","323.629","323.629","0.000","0","0.06","1.3","{}"
"Burton-on-Trent","05D","target","323.503","323.503","323.503","0.000","0","0.05","1.3","{}"
"Burton-on-Trent","05D","modest","323.503","323.503","323.503","0.000","0","0.05","1.3","{}"
"Burton-on-Trent","04A","minimum","345.409","345.409","345.327","0.082","0","0.06","1.3","{}"
"Burton-on-Trent","04A","target","345.281","345.281","345.200","0.082","0","0.05","1.3","{}"
"Burton-on-Trent","04A","modest","345.281","345.281","345.200","0.082","0","0.05","1.3","{}"
"Burton-on-Trent","06C","minimum","337.778","338.156","337.778","0.000","2","0.12","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","06C","target","337.524","337.903","337.524","0.000","2","0.07","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","06C","modest","337.545","337.924","337.545","0.000","2","0.06","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","08B","minimum","337.778","338.156","337.778","0.000","2","0.07","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","08B","target","337.545","337.924","337.545","0.000","2","0.06","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","08B","modest","337.545","337.924","337.545","0.000","2","0.06","48.9","{""kcl"":2.6,""nahco3"":1.6}"
"Burton-on-Trent","10A","minimum","340.720","340.720","340.309","0.412","0","0.08","1.3","{}"
"Burton-on-Trent","10A","target","340.561","340.561","340.149","0.412","0","0.07","1.3","{}"
"Burton-on-Trent","10A","modest","340.561","340.561","340.149","0.412","0","0.07","1.3","{}"
"Burton-on-Trent","11C","minimum","235.503","236.418","235.503","0.000","1","0.07","1.3","{""kcl"":2.3}"
"Burton-on-Trent","11C","target","235.344","236.260","235.339","0.005","1","0.07","1.3","{""kcl"":2.3}"
"Burton-on-Trent","11C","modest","235.344","236.260","235.344","0.000","1","0.07","1.3","{""kcl"":2.3}"
"Burton-on-Trent","13C","minimum","325.341","325.558","325.284","0.057","2","0.08","66.8","{""kcl"":2.8,""nahco3"":2.2}"
"Burton-on-Trent","13C","target","324.998","325.215","324.887","0.110","2","0.08","66.8","{""kcl"":2.8,""nahco3"":2.2}"
"Burton-on-Trent","13C","modest","325.071","325.289","324.981","0.090","2","0.08","66.8","{""kcl"":2.8,""nahco3"":2.2}"
"Burton-on-Trent","15B","minimum","330.232","330.417","330.216","0.016","2","0.07","114.4","{""kcl"":2.8,""nahco3"":3.8}"
"Burton-on-Trent","15B","target","329.887","330.073","329.869","0.018","2","0.06","114.4","{""kcl"":2.8,""nahco3"":3.8}"
"Burton-on-Trent","15B","modest","330.031","330.216","330.014","0.017","2","0.06","114.4","{""kcl"":2.8,""nahco3"":3.8}"
"Burton-on-Trent","16A","minimum","328.714","328.463","328.300","0.414","2","0.09","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","16A","target","328.368","328.066","327.847","0.521","2","0.08","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","16A","modest","328.522","328.254","328.072","0.450","2","0.09","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","20C","minimum","321.781","321.781","321.612","0.168","2","0.09","117.4","{""kcl"":2.8,""nahco3"":3.9}"
"Burton-on-Trent","20C","target","321.354","321.354","321.078","0.277","2","0.08","117.4","{""kcl"":2.8,""nahco3"":3.9}"
"Burton-on-Trent","20C","modest","321.572","321.572","321.376","0.196","2","0.08","117.4","{""kcl"":2.8,""nahco3"":3.9}"
"Burton-on-Trent","18B","minimum","276.496","276.496","275.917","0.580","0","0.08","1.3","{}"
"Burton-on-Trent","18B","target","276.297","276.297","275.716","0.580","0","0.37","1.3","{}"
"Burton-on-Trent","18B","modest","276.300","276.300","275.720","0.580","0","0.09","1.3","{}"
"Burton-on-Trent","21A","minimum","221.273","221.273","221.001","0.272","0","0.08","1.3","{}"
"Burton-on-Trent","21A","target","221.024","221.024","220.751","0.272","0","0.08","1.3","{}"
"Burton-on-Trent","21A","modest","221.028","221.028","220.756","0.272","0","0.07","1.3","{}"
"Burton-on-Trent","21B","minimum","270.062","270.290","270.062","0.000","2","0.08","48.9","{""kcl"":2.7,""nahco3"":1.6}"
"Burton-on-Trent","21B","target","269.772","269.999","269.772","0.000","2","0.07","48.9","{""kcl"":2.7,""nahco3"":1.6}"
"Burton-on-Trent","21B","modest","269.772","269.999","269.772","0.000","2","0.07","48.9","{""kcl"":2.7,""nahco3"":1.6}"
"Burton-on-Trent","21C","minimum","313.827","316.197","313.776","0.051","2","0.08","1.3","{""nacl"":1.9,""kcl"":2.8}"
"Burton-on-Trent","21C","target","313.486","316.022","313.434","0.051","2","0.08","1.3","{""nacl"":1.9,""kcl"":2.8}"
"Burton-on-Trent","21C","modest","313.522","316.026","313.471","0.051","2","0.08","1.3","{""nacl"":1.9,""kcl"":2.8}"
"Burton-on-Trent","23A","minimum","340.200","340.200","339.788","0.412","0","0.08","1.3","{}"
"Burton-on-Trent","23A","target","340.056","340.056","339.644","0.412","0","0.08","1.3","{}"
"Burton-on-Trent","23A","modest","340.056","340.056","339.644","0.412","0","0.08","1.3","{}"
"Burton-on-Trent","27","minimum","224.348","224.677","223.871","0.477","1","0.09","1.3","{""nacl"":3.6}"
"Burton-on-Trent","27","target","223.918","227.390","223.917","0.001","1","0.08","1.3","{""nacl"":5.7}"
"Burton-on-Trent","27","modest","224.301","224.629","223.824","0.477","1","0.08","1.3","{""nacl"":3.6}"
"Burton-on-Trent","24A","minimum","334.209","334.649","334.209","0.000","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","24A","target","334.047","334.487","334.047","0.000","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","24A","modest","334.047","334.487","334.047","0.000","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","24C","minimum","313.127","313.596","313.127","0.000","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","24C","target","312.950","313.420","312.950","0.000","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","24C","modest","312.954","313.423","312.954","0.000","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","25B","minimum","298.467","298.467","298.090","0.378","0","0.08","1.3","{}"
"Burton-on-Trent","25B","target","298.286","298.286","297.908","0.378","0","0.07","1.3","{}"
"Burton-on-Trent","25B","modest","298.286","298.286","297.908","0.378","0","0.07","1.3","{}"
"Burton-on-Trent","26C","minimum","313.376","313.376","313.095","0.281","0","0.08","1.3","{}"
"Burton-on-Trent","26C","target","313.220","313.220","312.938","0.282","0","0.07","1.3","{}"
"Burton-on-Trent","26C","modest","313.220","313.220","312.938","0.282","0","0.07","1.3","{}"
"Burton-on-Trent","26D","minimum","317.839","318.160","317.834","0.004","2","0.11","46","{""kcl"":2.8,""nahco3"":1.5}"
"Burton-on-Trent","26D","target","317.538","317.860","317.531","0.006","2","0.08","46","{""kcl"":2.8,""nahco3"":1.5}"
"Burton-on-Trent","26D","modest","317.596","317.918","317.592","0.004","2","0.09","46","{""kcl"":2.8,""nahco3"":1.5}"
"Burton-on-Trent","NA-BLONDE","minimum","335.192","335.192","334.903","0.290","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-BLONDE","target","335.093","335.093","334.748","0.345","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-BLONDE","modest","335.096","335.096","334.770","0.326","1","0.07","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-IPA","minimum","311.102","311.168","311.039","0.063","2","0.08","1.3","{""nacl"":1.1,""kcl"":2.8}"
"Burton-on-Trent","NA-IPA","target","310.937","311.008","310.872","0.065","2","0.07","1.3","{""nacl"":1.1,""kcl"":2.8}"
"Burton-on-Trent","NA-IPA","modest","310.959","311.029","310.895","0.064","2","0.07","1.3","{""nacl"":1.1,""kcl"":2.8}"
"Burton-on-Trent","NA-WEISS","minimum","338.240","338.240","338.089","0.151","1","0.28","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-WEISS","target","338.141","338.141","337.950","0.191","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-WEISS","modest","338.144","338.144","337.967","0.177","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-STOUT","minimum","336.463","335.689","336.169","0.294","2","0.10","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","NA-STOUT","target","336.247","335.453","335.933","0.314","2","0.07","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","NA-STOUT","modest","336.376","335.602","336.082","0.294","2","0.08","102.5","{""kcl"":2.8,""nahco3"":3.4}"
"Burton-on-Trent","NA-LAGER","minimum","335.804","336.047","335.803","0.001","1","0.06","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-LAGER","target","335.707","335.951","335.706","0.001","1","0.06","1.3","{""kcl"":2.8}"
"Burton-on-Trent","NA-LAGER","modest","335.707","335.951","335.706","0.001","1","0.05","1.3","{""kcl"":2.8}"
"Burton-on-Trent","—","minimum","312.062","312.661","312.059","0.003","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","—","target","311.885","312.485","311.879","0.007","1","0.08","1.3","{""kcl"":2.8}"
"Burton-on-Trent","—","modest","311.888","312.488","311.884","0.005","1","0.07","1.3","{""kcl"":2.8}"
"Munich","01A","minimum","21.457","24.257","21.455","0.002","1","0.08","99","{""kcl"":2.3}"
"Munich","01A","target","21.335","24.148","21.095","0.240","1","0.08","99","{""kcl"":2.3}"
"Munich","01A","modest","21.335","24.148","21.095","0.240","1","0.08","99","{""kcl"":2.3}"
"Munich","05B","minimum","26.751","27.770","26.379","0.372","2","0.15","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","05B","target","26.584","27.609","25.976","0.608","2","0.15","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","05B","modest","26.584","27.609","25.976","0.608","2","0.14","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","05D","minimum","19.121","21.135","19.102","0.019","2","0.27","84","{""gypse"":1.8,""kcl"":2.1}"
"Munich","05D","target","18.760","20.810","18.598","0.162","2","0.28","84","{""gypse"":1.8,""kcl"":2.1}"
"Munich","05D","modest","18.760","20.810","18.598","0.162","2","0.28","84","{""gypse"":1.8,""kcl"":2.1}"
"Munich","04A","minimum","12.164","16.353","12.063","0.101","2","0.14","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","04A","target","11.791","16.078","11.243","0.549","2","0.14","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","04A","modest","11.791","16.078","11.243","0.549","2","0.14","94.9","{""gypse"":0.5,""kcl"":2.8}"
"Munich","06C","minimum","9.314","19.293","8.975","0.339","4","2.66","88.6","{""gypse"":0.8,""epsom"":1.3,""nacl"":1.4,""kcl"":2.8}"
"Munich","06C","target","3.769","19.338","3.694","0.075","4","1.90","89.6","{""gypse"":0.5,""epsom"":1.8,""nacl"":1.5,""kcl"":2.8}"
"Munich","06C","modest","4.517","19.422","4.482","0.035","4","2.07","89.6","{""gypse"":0.5,""epsom"":1.8,""nacl"":1.5,""kcl"":2.8}"
"Munich","08B","minimum","9.832","19.293","9.354","0.478","3","1.26","85.7","{""gypse"":1.6,""nacl"":1.4,""kcl"":2.8}"
"Munich","08B","target","5.393","19.422","5.352","0.042","4","1.16","87.3","{""gypse"":1.2,""epsom"":0.6,""nacl"":1.5,""kcl"":2.8}"
"Munich","08B","modest","5.393","19.422","5.352","0.042","4","1.16","87.3","{""gypse"":1.2,""epsom"":0.6,""nacl"":1.5,""kcl"":2.8}"
"Munich","10A","minimum","13.323","21.611","13.162","0.161","4","0.66","93.1","{""gypse"":0.5,""epsom"":0.6,""nacl"":0.8,""kcl"":2.8}"
"Munich","10A","target","11.781","21.727","11.657","0.124","4","0.46","93.1","{""gypse"":0.5,""epsom"":0.6,""nacl"":1.4,""kcl"":2.1}"
"Munich","10A","modest","11.781","21.727","11.657","0.124","4","0.45","93.1","{""gypse"":0.5,""epsom"":0.6,""nacl"":1.4,""kcl"":2.1}"
"Munich","11C","minimum","10.036","21.638","9.289","0.747","3","1.02","9.2","{""gypse"":10.8,""nacl"":1.2,""kcl"":2.8}"
"Munich","11C","target","7.596","21.914","7.564","0.031","4","1.04","10.8","{""gypse"":10.4,""epsom"":0.6,""nacl"":2.1,""kcl"":1.7}"
"Munich","11C","modest","7.595","21.332","7.564","0.031","4","1.09","10.8","{""gypse"":10.4,""epsom"":0.6,""nacl"":1.3,""kcl"":2.7}"
"Munich","13C","minimum","9.928","20.864","9.697","0.230","4","2.23","69.7","{""gypse"":2.8,""mgcl2"":1.7,""nacl"":1.3,""kcl"":2.8}"
"Munich","13C","target","2.963","21.281","2.859","0.104","4","1.88","78.2","{""gypse"":2.2,""epsom"":0.9,""nacl"":2.5,""kcl"":2.8}"
"Munich","13C","modest","5.122","20.623","4.802","0.321","4","2.04","72.2","{""gypse"":2.8,""mgcl2"":1,""nacl"":1.9,""kcl"":2.8}"
"Munich","15B","minimum","11.383","19.613","11.219","0.164","5","3.76","118.6","{""gypse"":2.3,""mgcl2"":1.7,""nacl"":1.2,""kcl"":2.8,""nahco3"":1.5}"
"Munich","15B","target","4.337","19.412","4.243","0.094","5","3.64","117.3","{""gypse"":1,""epsom"":2.1,""nacl"":2.3,""kcl"":2.8,""nahco3"":1.1}"
"Munich","15B","modest","7.765","18.903","7.125","0.639","5","3.69","117.1","{""gypse"":1.1,""epsom"":1.9,""nacl"":2.2,""kcl"":2.8,""nahco3"":1.1}"
"Munich","16A","minimum","12.063","20.689","11.186","0.877","5","3.68","102","{""gypse"":2.5,""mgcl2"":1.7,""nacl"":2.2,""kcl"":2.8,""nahco3"":1}"
"Munich","16A","target","4.143","20.991","3.945","0.198","5","5.68","100.5","{""gypse"":2.5,""mgcl2"":1.3,""nacl"":2.7,""kcl"":2.8,""nahco3"":0.9}"
"Munich","16A","modest","8.236","20.055","7.733","0.503","5","3.79","102","{""gypse"":2.5,""mgcl2"":1.7,""nacl"":2.3,""kcl"":2.8,""nahco3"":1}"
"Munich","20C","minimum","11.333","22.130","10.919","0.413","5","5.81","119.3","{""gypse"":3.1,""mgcl2"":3,""nacl"":1,""kcl"":2.8,""nahco3"":1.9}"
"Munich","20C","target","3.110","21.771","2.704","0.406","5","5.86","118.5","{""gypse"":3.1,""mgcl2"":0.7,""nacl"":2.5,""kcl"":2.8,""nahco3"":1.6}"
"Munich","20C","modest","7.464","21.219","7.327","0.137","5","5.59","119.3","{""gypse"":3.1,""mgcl2"":3,""nacl"":1.1,""kcl"":2.8,""nahco3"":1.9}"
"Munich","18B","minimum","13.982","23.247","13.894","0.088","4","1.08","41.5","{""gypse"":6.7,""epsom"":0.6,""nacl"":0.9,""kcl"":2.8}"
"Munich","18B","target","12.416","23.717","12.371","0.045","4","1.10","41.5","{""gypse"":6.7,""epsom"":0.6,""nacl"":1.8,""kcl"":1.7}"
"Munich","18B","modest","12.417","23.354","12.371","0.046","4","1.29","41.5","{""gypse"":6.7,""epsom"":0.6,""nacl"":1.4,""kcl"":2.3}"
"Munich","21A","minimum","23.101","27.182","22.563","0.538","3","0.93","7.5","{""gypse"":10.8,""epsom"":0.6,""kcl"":2.8}"
"Munich","21A","target","22.312","27.585","21.934","0.378","3","0.94","7.5","{""gypse"":10.8,""epsom"":0.6,""nacl"":2.5}"
"Munich","21A","modest","22.541","27.273","21.934","0.607","3","0.96","7.5","{""gypse"":10.8,""epsom"":0.6,""nacl"":2.5}"
"Munich","21B","minimum","15.500","19.877","14.830","0.670","4","3.38","100.5","{""gypse"":7.7,""nacl"":1.3,""kcl"":2.8,""nahco3"":2.2}"
"Munich","21B","target","9.997","17.835","9.877","0.121","5","3.51","99.1","{""gypse"":7.3,""epsom"":0.6,""nacl"":1.4,""kcl"":2.8,""nahco3"":2.1}"
"Munich","21B","modest","9.997","17.835","9.877","0.121","5","3.26","99.1","{""gypse"":7.3,""epsom"":0.6,""nacl"":1.4,""kcl"":2.8,""nahco3"":2.1}"
"Munich","21C","minimum","16.470","28.289","15.789","0.681","4","1.38","38","{""gypse"":3.6,""cacl2"":3.2,""nacl"":2.9,""kcl"":2.8}"
"Munich","21C","target","10.597","28.676","9.783","0.814","4","1.19","44.9","{""gypse"":3.7,""cacl2"":2.4,""nacl"":3.6,""kcl"":2.8}"
"Munich","21C","modest","11.599","28.377","10.810","0.789","4","1.22","44.9","{""gypse"":3.7,""cacl2"":2.4,""nacl"":3.6,""kcl"":2.8}"
"Munich","23A","minimum","11.360","19.078","11.279","0.080","3","0.29","87.4","{""gypse"":1.4,""nacl"":0.8,""kcl"":2.8}"
"Munich","23A","target","9.832","19.286","9.808","0.024","3","0.29","87.4","{""gypse"":1.4,""nacl"":1.4,""kcl"":2.1}"
"Munich","23A","modest","9.832","19.286","9.808","0.024","3","0.28","87.4","{""gypse"":1.4,""nacl"":1.4,""kcl"":2.1}"
"Munich","27","minimum","7.860","19.361","7.821","0.039","3","0.45","84","{""gypse"":1.8,""nacl"":4.4,""kcl"":2.8}"
"Munich","27","target","10.257","39.781","10.276","-0.019","2","0.26","84","{""gypse"":1.8,""nacl"":7.4}"
