water,style,mode,error_ppm,old_error_ppm,conditional_lower_bound_ppm,gap_ppm,salts,ms,ra,doses
"Dortmund","04A","modest","86.234","86.234","86.234","0.000","0","0.05","-36.7","{}"
"Dortmund","06C","minimum","79.095","79.095","78.484","0.611","0","0.06","-36.7","{}"
"Dortmund","06C","target","77.568","77.568","76.944","0.623","0","0.06","-36.7","{}"
"Dortmund","06C","modest","77.660","77.660","77.037","0.623","0","0.06","-36.7","{}"
"Dortmund","08B","minimum","79.095","79.095","78.484","0.611","0","0.06","-36.7","{}"
"Dortmund","08B","target","77.660","77.660","77.037","0.623","0","0.06","-36.7","{}"
"Dortmund","08B","modest","77.660","77.660","77.037","0.623","0","0.06","-36.7","{}"
"Dortmund","10A","minimum","84.003","84.003","83.971","0.032","0","0.05","-36.7","{}"
"Dortmund","10A","target","82.653","82.653","82.621","0.032","0","0.05","-36.7","{}"
"Dortmund","10A","modest","82.653","82.653","82.621","0.032","0","0.05","-36.7","{}"
"Dortmund","11C","minimum","67.316","67.316","67.016","0.300","0","0.05","-36.7","{}"
"Dortmund","11C","target","65.877","65.877","65.571","0.307","0","0.05","-36.7","{}"
"Dortmund","11C","modest","66.319","66.319","66.014","0.305","0","0.05","-36.7","{}"
"Dortmund","13C","minimum","67.483","69.325","67.482","0.001","1","0.07","-36.7","{""kcl"":2.3}"
"Dortmund","13C","target","65.241","67.144","65.240","0.001","1","0.09","-36.7","{""kcl"":2.3}"
"Dortmund","13C","modest","65.795","67.682","65.794","0.001","1","0.06","-36.7","{""kcl"":2.3}"
"Dortmund","15B","minimum","72.190","73.561","72.188","0.001","1","0.06","-36.7","{""kcl"":2.1}"
"Dortmund","15B","target","70.587","71.989","70.586","0.001","1","0.06","-36.7","{""kcl"":2.1}"
"Dortmund","15B","modest","71.260","72.649","71.259","0.001","1","0.06","-36.7","{""kcl"":2.1}"
"Dortmund","16A","minimum","69.254","70.809","69.190","0.064","2","0.07","-6.9","{""kcl"":2.8,""nahco3"":1}"
"Dortmund","16A","target","67.105","68.709","67.005","0.100","2","0.06","-6.9","{""kcl"":2.8,""nahco3"":1}"
"Dortmund","16A","modest","68.174","69.753","68.098","0.076","2","0.06","-6.9","{""kcl"":2.8,""nahco3"":1}"
"Dortmund","20C","minimum","64.929","66.768","64.932","-0.003","2","0.12","25.9","{""kcl"":2.8,""nahco3"":2.1}"
"Dortmund","20C","target","61.915","63.841","61.914","0.001","2","0.07","25.9","{""kcl"":2.8,""nahco3"":2.1}"
"Dortmund","20C","modest","63.644","65.519","63.646","-0.002","2","0.06","25.9","{""kcl"":2.8,""nahco3"":2.1}"
"Dortmund","18B","minimum","57.705","57.705","57.601","0.104","0","0.06","-36.7","{}"
"Dortmund","18B","target","55.440","55.440","55.332","0.108","0","0.05","-36.7","{}"
"Dortmund","18B","modest","55.721","55.721","55.613","0.108","0","0.09","-36.7","{}"
"Dortmund","21A","minimum","86.071","86.071","86.071","0.000","0","0.05","-36.7","{}"
"Dortmund","21A","target","84.569","84.569","84.569","0.000","0","0.06","-36.7","{}"
"Dortmund","21A","modest","84.754","84.754","84.754","-0.000","0","0.05","-36.7","{}"
"Dortmund","21B","minimum","53.911","54.903","53.910","0.001","1","0.06","-36.7","{""kcl"":1.1}"
"Dortmund","21B","target","51.782","52.814","51.782","0.001","1","0.09","-36.7","{""kcl"":1.1}"
"Dortmund","21B","modest","51.782","52.814","51.782","0.001","1","0.06","-36.7","{""kcl"":1.1}"
"Dortmund","21C","minimum","65.295","65.295","65.014","0.282","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","21C","target","63.303","63.303","63.012","0.291","1","0.22","-36.7","{""kcl"":2.8}"
"Dortmund","21C","modest","63.549","63.549","63.260","0.289","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","23A","minimum","82.375","82.375","82.343","0.032","0","0.06","-36.7","{}"
"Dortmund","23A","target","81.062","81.062","81.029","0.033","0","0.05","-36.7","{}"
"Dortmund","23A","modest","81.062","81.062","81.029","0.033","0","0.05","-36.7","{}"
"Dortmund","27","minimum","53.675","55.426","53.072","0.603","1","0.08","-36.7","{""kcl"":2.8}"
"Dortmund","27","target","52.036","65.197","51.983","0.053","1","0.08","-36.7","{""nacl"":3.6}"
"Dortmund","27","modest","53.476","55.233","52.871","0.605","1","0.08","-36.7","{""kcl"":2.8}"
"Dortmund","24A","minimum","79.291","80.046","79.291","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","24A","target","77.859","78.628","77.859","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","24A","modest","77.859","78.628","77.859","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","24C","minimum","65.748","66.657","65.748","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","24C","target","63.770","64.706","63.770","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","24C","modest","64.014","64.947","64.014","0.000","1","0.05","-36.7","{""kcl"":1.2}"
"Dortmund","25B","minimum","64.774","64.774","64.771","0.003","0","0.05","-36.7","{}"
"Dortmund","25B","target","63.013","63.013","63.011","0.003","0","0.05","-36.7","{}"
"Dortmund","25B","modest","63.013","63.013","63.011","0.003","0","0.05","-36.7","{}"
"Dortmund","26C","minimum","67.436","67.436","67.436","0.000","0","0.05","-36.7","{}"
"Dortmund","26C","target","65.826","65.826","65.826","0.000","0","0.05","-36.7","{}"
"Dortmund","26C","modest","65.826","65.826","65.826","0.000","0","0.05","-36.7","{}"
"Dortmund","26D","minimum","64.157","65.637","64.157","0.000","1","0.06","-36.7","{""kcl"":1.5}"
"Dortmund","26D","target","61.795","63.329","61.795","0.000","1","0.07","-36.7","{""kcl"":1.5}"
"Dortmund","26D","modest","62.379","63.900","62.379","0.000","1","0.06","-36.7","{""kcl"":1.5}"
"Dortmund","NA-BLONDE","minimum","76.302","77.981","76.293","0.009","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","NA-BLONDE","target","75.284","76.985","75.275","0.009","1","0.05","-36.7","{""kcl"":2.8}"
"Dortmund","NA-BLONDE","modest","75.491","77.188","75.482","0.009","1","0.05","-36.7","{""kcl"":2.8}"
"Dortmund","NA-IPA","minimum","63.501","64.352","63.346","0.155","1","0.07","-36.7","{""kcl"":2.8}"
"Dortmund","NA-IPA","target","62.274","63.142","62.116","0.158","1","0.08","-36.7","{""kcl"":2.8}"
"Dortmund","NA-IPA","modest","62.525","63.389","62.367","0.157","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","NA-WEISS","minimum","82.184","83.073","82.184","0.000","1","0.06","-36.7","{""kcl"":2.5}"
"Dortmund","NA-WEISS","target","81.240","82.140","81.240","0.000","1","0.07","-36.7","{""kcl"":2.5}"
"Dortmund","NA-WEISS","modest","81.432","82.330","81.432","0.000","1","0.06","-36.7","{""kcl"":2.5}"
"Dortmund","NA-STOUT","minimum","73.468","74.076","73.360","0.108","1","0.07","-36.7","{""kcl"":2.8}"
"Dortmund","NA-STOUT","target","72.383","72.999","72.273","0.110","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","NA-STOUT","modest","73.070","73.681","72.962","0.109","1","0.06","-36.7","{""kcl"":2.8}"
"Dortmund","NA-LAGER","minimum","80.991","81.893","80.991","0.000","1","0.06","-36.7","{""kcl"":1.3}"
"Dortmund","NA-LAGER","target","80.228","81.139","80.228","0.000","1","0.05","-36.7","{""kcl"":1.3}"
"Dortmund","NA-LAGER","modest","80.228","81.139","80.228","0.000","1","0.05","-36.7","{""kcl"":1.3}"
"Dortmund","—","minimum","63.743","65.110","63.742","0.002","1","0.06","-36.7","{""kcl"":1.5}"
"Dortmund","—","target","61.701","63.112","61.699","0.002","1","0.05","-36.7","{""kcl"":1.5}"
"Dortmund","—","modest","61.953","63.359","61.952","0.002","1","0.05","-36.7","{""kcl"":1.5}"
"Dure synthétique","01A","minimum","60.393","60.393","60.393","0.000","0","0.05","181.7","{}"
"Dure synthétique","01A","target","59.745","59.745","59.745","0.000","0","0.05","181.7","{}"
"Dure synthétique","01A","modest","59.745","59.745","59.745","0.000","0","0.05","181.7","{}"
"Dure synthétique","05B","minimum","52.861","52.861","52.861","0.000","0","0.05","181.7","{}"
"Dure synthétique","05B","target","52.046","52.046","52.046","0.000","0","0.05","181.7","{}"
"Dure synthétique","05B","modest","52.046","52.046","52.046","0.000","0","0.05","181.7","{}"
"Dure synthétique","05D","minimum","55.340","55.340","55.340","0.000","0","0.05","181.7","{}"
"Dure synthétique","05D","target","54.646","54.646","54.646","0.000","0","0.05","181.7","{}"
"Dure synthétique","05D","modest","54.646","54.646","54.646","0.000","0","0.05","181.7","{}"
"Dure synthétique","04A","minimum","56.149","56.149","56.149","0.000","0","0.05","181.7","{}"
"Dure synthétique","04A","target","55.381","55.381","55.381","0.000","0","0.05","181.7","{}"
"Dure synthétique","04A","modest","55.381","55.381","55.381","0.000","0","0.05","181.7","{}"
"Dure synthétique","06C","minimum","45.682","45.682","45.682","0.000","0","0.09","181.7","{}"
"Dure synthétique","06C","target","44.376","44.376","44.376","0.000","0","0.09","181.7","{}"
"Dure synthétique","06C","modest","44.480","44.480","44.480","0.000","0","0.07","181.7","{}"
"Dure synthétique","08B","minimum","45.682","45.682","45.682","0.000","0","0.08","181.7","{}"
"Dure synthétique","08B","target","44.480","44.480","44.480","0.000","0","0.10","181.7","{}"
"Dure synthétique","08B","modest","44.480","44.480","44.480","0.000","0","0.07","181.7","{}"
"Dure synthétique","10A","minimum","52.494","52.494","52.494","0.000","0","0.06","181.7","{}"
"Dure synthétique","10A","target","51.452","51.452","51.452","0.000","0","0.05","181.7","{}"
"Dure synthétique","10A","modest","51.452","51.452","51.452","0.000","0","0.05","181.7","{}"
"Dure synthétique","11C","minimum","91.145","91.145","91.145","-0.000","0","0.05","181.7","{}"
"Dure synthétique","11C","target","90.732","90.732","90.732","-0.000","0","0.05","181.7","{}"
"Dure synthétique","11C","modest","90.778","90.778","90.778","-0.000","0","0.05","181.7","{}"
"Dure synthétique","13C","minimum","38.770","39.992","38.769","0.001","1","0.08","181.7","{""kcl"":1.1}"
"Dure synthétique","13C","target","37.110","38.385","37.109","0.001","1","0.07","181.7","{""kcl"":1.1}"
"Dure synthétique","13C","modest","37.346","38.613","37.345","0.001","1","0.07","181.7","{""kcl"":1.1}"
"Dure synthétique","15B","minimum","42.194","42.961","42.194","0.000","1","0.07","181.7","{""kcl"":0.9}"
"Dure synthétique","15B","target","41.201","41.994","41.184","0.018","1","0.07","181.7","{""nacl"":0.7}"
"Dure synthétique","15B","modest","41.397","42.178","41.396","0.000","1","0.07","181.7","{""kcl"":0.9}"
"Dure synthétique","16A","minimum","38.207","41.373","38.206","0.001","1","0.08","181.7","{""kcl"":2.3}"
"Dure synthétique","16A","target","37.200","40.445","37.087","0.113","1","0.08","181.7","{""kcl"":2.3}"
"Dure synthétique","16A","modest","37.324","40.560","37.323","0.001","1","0.08","181.7","{""kcl"":2.3}"
"Dure synthétique","20C","minimum","36.601","39.558","36.599","0.002","1","0.08","181.7","{""kcl"":1.6}"
"Dure synthétique","20C","target","35.360","38.652","35.354","0.006","1","0.07","181.7","{""nacl"":1.3}"
"Dure synthétique","20C","modest","35.679","38.706","35.677","0.002","1","0.09","181.7","{""kcl"":1.6}"
"Dure synthétique","18B","minimum","62.629","62.629","62.629","0.000","0","0.06","181.7","{}"
"Dure synthétique","18B","target","61.707","61.707","61.707","0.000","0","0.05","181.7","{}"
"Dure synthétique","18B","modest","61.758","61.758","61.758","0.000","0","0.05","181.7","{}"
"Dure synthétique","21A","minimum","110.728","110.728","110.728","0.000","0","0.05","181.7","{}"
"Dure synthétique","21A","target","110.209","110.209","110.209","0.000","0","0.04","181.7","{}"
"Dure synthétique","21A","modest","110.238","110.238","110.238","0.000","0","0.04","181.7","{}"
"Dure synthétique","21B","minimum","63.181","63.181","63.181","0.000","0","0.07","181.7","{}"
"Dure synthétique","21B","target","62.318","62.318","62.318","0.000","0","0.07","181.7","{}"
"Dure synthétique","21B","modest","62.318","62.318","62.318","0.000","0","0.07","181.7","{}"
"Dure synthétique","21C","minimum","35.802","40.307","35.725","0.077","2","0.08","181.7","{""nacl"":1.5,""kcl"":2.8}"
"Dure synthétique","21C","target","32.941","38.860","32.847","0.095","2","0.08","181.7","{""nacl"":1.5,""kcl"":2.8}"
"Dure synthétique","21C","modest","33.284","38.940","33.194","0.090","2","0.07","181.7","{""nacl"":1.5,""kcl"":2.8}"
"Dure synthétique","23A","minimum","50.595","50.595","50.595","0.000","0","0.06","181.7","{}"
"Dure synthétique","23A","target","49.583","49.583","49.583","0.000","0","0.05","181.7","{}"
"Dure synthétique","23A","modest","49.583","49.583","49.583","0.000","0","0.05","181.7","{}"
"Dure synthétique","27","minimum","32.330","32.531","32.160","0.169","1","0.08","181.7","{""nacl"":2.5}"
"Dure synthétique","27","target","36.592","48.030","36.585","0.007","1","0.07","181.7","{""nacl"":4.6}"
"Dure synthétique","27","modest","32.090","32.294","31.920","0.170","1","0.07","181.7","{""nacl"":2.5}"
"Dure synthétique","24A","minimum","48.801","48.801","48.801","0.000","0","0.07","181.7","{}"
"Dure synthétique","24A","target","47.678","47.678","47.678","0.000","0","0.06","181.7","{}"
"Dure synthétique","24A","modest","47.678","47.678","47.678","0.000","0","0.06","181.7","{}"
"Dure synthétique","24C","minimum","45.192","45.192","45.192","0.000","0","0.07","181.7","{}"
"Dure synthétique","24C","target","43.906","43.906","43.906","0.000","0","0.07","181.7","{}"
"Dure synthétique","24C","modest","43.977","43.977","43.977","0.000","0","0.06","181.7","{}"
"Dure synthétique","25B","minimum","55.496","55.496","55.496","0.000","0","0.05","181.7","{}"
"Dure synthétique","25B","target","54.511","54.511","54.511","0.000","0","0.05","181.7","{}"
"Dure synthétique","25B","modest","54.511","54.511","54.511","0.000","0","0.05","181.7","{}"
"Dure synthétique","26C","minimum","48.906","48.906","48.906","0.000","0","0.05","181.7","{}"
"Dure synthétique","26C","target","47.859","47.859","47.859","0.000","0","0.04","181.7","{}"
"Dure synthétique","26C","modest","47.859","47.859","47.859","0.000","0","0.05","181.7","{}"
"Dure synthétique","26D","minimum","39.883","39.883","39.816","0.067","0","0.07","181.7","{}"
"Dure synthétique","26D","target","38.272","38.272","38.202","0.070","0","0.07","181.7","{}"
"Dure synthétique","26D","modest","38.501","38.501","38.432","0.069","0","0.07","181.7","{}"
"Dure synthétique","NA-BLONDE","minimum","44.652","47.295","44.652","0.000","1","0.07","181.7","{""kcl"":1.7}"
"Dure synthétique","NA-BLONDE","target","43.908","46.593","43.908","0.000","1","0.07","181.7","{""kcl"":1.7}"
"Dure synthétique","NA-BLONDE","modest","43.979","46.660","43.979","0.000","1","0.07","181.7","{""kcl"":1.7}"
"Dure synthétique","NA-IPA","minimum","42.232","46.851","41.952","0.280","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-IPA","target","41.444","46.142","41.004","0.440","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-IPA","modest","41.519","46.210","41.137","0.383","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-WEISS","minimum","50.828","52.122","50.827","0.001","1","0.08","181.7","{""kcl"":1.3}"
"Dure synthétique","NA-WEISS","target","50.175","51.485","50.174","0.001","1","0.07","181.7","{""kcl"":1.3}"
"Dure synthétique","NA-WEISS","modest","50.237","51.546","50.236","0.001","1","0.07","181.7","{""kcl"":1.3}"
"Dure synthétique","NA-STOUT","minimum","38.972","42.763","38.894","0.077","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-STOUT","target","38.433","42.273","38.188","0.245","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-STOUT","modest","38.433","42.273","38.355","0.078","1","0.07","181.7","{""kcl"":2.8}"
"Dure synthétique","NA-LAGER","minimum","50.488","50.488","50.484","0.003","0","0.05","181.7","{}"
"Dure synthétique","NA-LAGER","target","49.893","49.893","49.890","0.003","0","0.05","181.7","{}"
"Dure synthétique","NA-LAGER","modest","49.893","49.893","49.890","0.003","0","0.05","181.7","{}"
"Dure synthétique","—","minimum","43.591","43.591","43.556","0.034","0","0.07","181.7","{}"
"Dure synthétique","—","target","42.256","42.256","42.221","0.036","0","0.07","181.7","{}"
"Dure synthétique","—","modest","42.330","42.330","42.295","0.035","0","0.06","181.7","{}"
"Salée synthétique","01A","minimum","150.307","150.307","150.307","-0.000","0","0.05","31.1","{}"
"Salée synthétique","01A","target","149.028","149.028","149.028","0.000","0","0.05","31.1","{}"
"Salée synthétique","01A","modest","149.028","149.028","149.028","0.000","0","0.05","31.1","{}"
"Salée synthétique","05B","minimum","141.631","141.631","141.631","-0.000","0","0.05","31.1","{}"
"Salée synthétique","05B","target","140.269","140.269","140.269","0.000","0","0.05","31.1","{}"
"Salée synthétique","05B","modest","140.269","140.269","140.269","0.000","0","0.04","31.1","{}"
"Salée synthétique","05D","minimum","151.176","151.176","151.176","0.000","0","0.07","31.1","{}"
"Salée synthétique","05D","target","150.182","150.182","150.182","0.000","0","0.07","31.1","{}"
"Salée synthétique","05D","modest","150.182","150.182","150.182","0.000","0","0.06","31.1","{}"
"Salée synthétique","04A","minimum","146.575","146.575","146.575","-0.000","0","0.05","31.1","{}"
"Salée synthétique","04A","target","145.260","145.260","145.260","0.000","0","0.05","31.1","{}"
"Salée synthétique","04A","modest","145.260","145.260","145.260","0.000","0","0.05","31.1","{}"
"Salée synthétique","06C","minimum","130.436","130.436","130.436","0.000","1","0.06","55.2","{""chaux"":0.5}"
"Salée synthétique","06C","target","128.216","128.216","128.216","-0.000","1","0.05","55.2","{""chaux"":0.5}"
"Salée synthétique","06C","modest","128.213","128.213","128.213","0.000","1","0.05","55.2","{""chaux"":0.5}"
"Salée synthétique","08B","minimum","130.152","130.152","130.152","0.000","1","0.05","84.1","{""chaux"":1.1}"
"Salée synthétique","08B","target","127.924","127.924","127.924","-0.000","1","0.05","84.1","{""chaux"":1.1}"
"Salée synthétique","08B","modest","127.924","127.924","127.924","-0.000","1","0.05","84.1","{""chaux"":1.1}"
"Salée synthétique","10A","minimum","137.237","137.237","137.237","0.000","0","0.05","31.1","{}"
"Salée synthétique","10A","target","135.126","135.126","135.126","0.000","0","0.04","31.1","{}"
"Salée synthétique","10A","modest","135.126","135.126","135.126","0.000","0","0.04","31.1","{}"
"Salée synthétique","11C","minimum","131.435","131.430","131.433","0.002","1","0.08","-32.9","{""gypse"":7.7}"
"Salée synthétique","11C","target","129.358","129.353","129.356","0.002","1","0.07","-32.9","{""gypse"":7.7}"
"Salée synthétique","11C","modest","130.353","130.348","130.351","0.002","1","0.07","-32.9","{""gypse"":7.7}"
"Salée synthétique","13C","minimum","119.167","119.167","119.167","-0.000","1","0.06","64.8","{""chaux"":0.7}"
"Salée synthétique","13C","target","115.621","115.621","115.621","-0.000","1","0.05","64.8","{""chaux"":0.7}"
"Salée synthétique","13C","modest","116.730","116.730","116.730","-0.000","1","0.05","64.8","{""chaux"":0.7}"
"Salée synthétique","15B","minimum","118.954","118.954","118.954","-0.000","1","0.06","117.8","{""chaux"":1.8}"
"Salée synthétique","15B","target","116.130","116.130","116.130","-0.000","1","0.05","117.8","{""chaux"":1.8}"
"Salée synthétique","15B","modest","117.757","117.757","117.757","-0.000","1","0.05","117.8","{""chaux"":1.8}"
"Salée synthétique","16A","minimum","107.406","107.406","107.410","-0.004","1","0.05","98.6","{""chaux"":1.4}"
"Salée synthétique","16A","target","103.699","103.699","103.703","-0.004","1","0.05","98.6","{""chaux"":1.4}"
"Salée synthétique","16A","modest","106.079","106.079","106.083","-0.004","1","0.05","98.6","{""chaux"":1.4}"
"Salée synthétique","20C","minimum","112.398","112.398","112.398","-0.000","1","0.05","117.8","{""chaux"":1.8}"
"Salée synthétique","20C","target","108.340","108.340","108.340","-0.000","1","0.07","117.8","{""chaux"":1.8}"
"Salée synthétique","20C","modest","111.131","111.131","111.131","-0.000","1","0.05","117.8","{""chaux"":1.8}"
"Salée synthétique","18B","minimum","134.619","134.674","134.621","-0.002","1","0.24","-2.1","{""gypse"":4}"
"Salée synthétique","18B","target","131.970","132.025","131.972","-0.002","1","0.08","-2.1","{""gypse"":4}"
"Salée synthétique","18B","modest","132.466","132.522","132.468","-0.002","1","0.07","-2.1","{""gypse"":4}"
"Salée synthétique","21A","minimum","140.550","140.558","140.549","0.000","1","0.07","-42.9","{""gypse"":8.9}"
"Salée synthétique","21A","target","138.014","138.023","138.014","0.000","1","0.08","-42.9","{""gypse"":8.9}"
"Salée synthétique","21A","modest","138.489","138.497","138.489","0.000","1","0.07","-42.9","{""gypse"":8.9}"
"Salée synthétique","21B","minimum","127.716","127.912","127.715","0.000","2","0.16","102.2","{""gypse"":4.2,""chaux"":2.2}"
"Salée synthétique","21B","target","125.444","125.645","125.444","0.000","2","0.14","102.2","{""gypse"":4.2,""chaux"":2.2}"
"Salée synthétique","21B","modest","125.444","125.645","125.444","0.000","2","0.14","102.2","{""gypse"":4.2,""chaux"":2.2}"
"Salée synthétique","21C","minimum","89.941","89.487","89.469","0.472","0","0.07","31.1","{}"
"Salée synthétique","21C","target","85.925","85.450","85.431","0.494","0","0.07","31.1","{}"
"Salée synthétique","21C","modest","86.685","86.215","86.196","0.489","0","0.07","31.1","{}"
"Salée synthétique","23A","minimum","137.374","137.374","137.374","-0.000","0","0.05","31.1","{}"
"Salée synthétique","23A","target","135.266","135.266","135.266","0.000","0","0.05","31.1","{}"
"Salée synthétique","23A","modest","135.266","135.266","135.266","0.000","0","0.05","31.1","{}"
"Salée synthétique","27","minimum","108.464","108.464","108.464","-0.000","0","0.05","31.1","{}"
"Salée synthétique","27","target","81.000","81.000","81.000","0.000","0","0.05","31.1","{}"
"Salée synthétique","27","modest","108.448","108.448","108.448","-0.000","0","0.05","31.1","{}"
"Salée synthétique","24A","minimum","128.685","128.685","128.685","-0.000","0","0.05","31.1","{}"
"Salée synthétique","24A","target","126.431","126.431","126.431","-0.000","0","0.04","31.1","{}"
"Salée synthétique","24A","modest","126.431","126.431","126.431","-0.000","0","0.04","31.1","{}"
"Salée synthétique","24C","minimum","128.273","128.032","128.027","0.246","0","0.07","31.1","{}"
"Salée synthétique","24C","target","125.490","125.243","125.238","0.252","0","0.07","31.1","{}"
"Salée synthétique","24C","modest","126.012","125.766","125.761","0.251","0","0.07","31.1","{}"
"Salée synthétique","25B","minimum","136.975","137.000","136.973","0.002","1","0.07","14.5","{""gypse"":2}"
"Salée synthétique","25B","target","134.860","134.885","134.858","0.002","1","0.07","14.5","{""gypse"":2}"
"Salée synthétique","25B","modest","134.860","134.885","134.858","0.002","1","0.07","14.5","{""gypse"":2}"
"Salée synthétique","26C","minimum","139.129","138.921","138.903","0.226","0","0.07","31.1","{}"
"Salée synthétique","26C","target","137.048","136.837","136.819","0.229","0","0.07","31.1","{}"
"Salée synthétique","26C","modest","137.048","136.837","136.819","0.229","0","0.07","31.1","{}"
"Salée synthétique","26D","minimum","125.899","125.967","125.865","0.034","1","0.08","45.6","{""chaux"":0.3}"
"Salée synthétique","26D","target","122.548","122.617","122.512","0.035","1","0.07","45.6","{""chaux"":0.3}"
"Salée synthétique","26D","modest","123.594","123.663","123.559","0.035","1","0.07","45.6","{""chaux"":0.3}"
"Salée synthétique","NA-BLONDE","minimum","113.748","113.748","113.748","0.000","0","0.05","31.1","{}"
"Salée synthétique","NA-BLONDE","target","111.912","111.912","111.912","0.000","0","0.05","31.1","{}"
"Salée synthétique","NA-BLONDE","modest","112.497","112.497","112.497","-0.000","0","0.05","31.1","{}"
"Salée synthétique","NA-IPA","minimum","98.855","98.280","98.268","0.588","0","0.07","31.1","{}"
"Salée synthétique","NA-IPA","target","96.737","96.150","96.137","0.601","0","0.07","31.1","{}"
"Salée synthétique","NA-IPA","modest","97.413","96.830","96.817","0.596","0","0.07","31.1","{}"
"Salée synthétique","NA-WEISS","minimum","117.011","117.011","117.011","0.000","0","0.05","31.1","{}"
"Salée synthétique","NA-WEISS","target","115.228","115.228","115.228","0.000","0","0.04","31.1","{}"
"Salée synthétique","NA-WEISS","modest","115.796","115.796","115.796","-0.000","0","0.04","31.1","{}"
"Salée synthétique","NA-STOUT","minimum","100.756","100.756","100.760","-0.004","1","0.06","98.6","{""chaux"":1.4}"
"Salée synthétique","NA-STOUT","target","98.201","98.201","98.205","-0.004","1","0.05","98.6","{""chaux"":1.4}"
"Salée synthétique","NA-STOUT","modest","100.714","100.714","100.718","-0.004","1","0.21","98.6","{""chaux"":1.4}"
"Salée synthétique","NA-LAGER","minimum","126.507","126.507","126.507","0.000","0","0.05","31.1","{}"
"Salée synthétique","NA-LAGER","target","125.383","125.383","125.383","0.000","0","0.04","31.1","{}"
"Salée synthétique","NA-LAGER","modest","125.383","125.383","125.383","0.000","0","0.05","31.1","{}"
"Salée synthétique","—","minimum","126.485","126.160","126.159","0.326","0","0.08","31.1","{}"
"Salée synthétique","—","target","123.662","123.329","123.328","0.334","0","0.07","31.1","{}"
"Salée synthétique","—","modest","124.191","123.860","123.859","0.332","0","0.07","31.1","{}"
